=== DLL Injected into Minecraft ===
=== VimeWorld AutoMapper Started ===
Class map: net/minecraft/client/renderer/block/statemap/StateMap$1 -> bgx$1
Class map: net/minecraft/client/renderer/block/statemap/StateMap$Builder -> bgx$a
Class map: net/minecraft/client/renderer/block/statemap/IStateMapper -> bgy
Class map: net/minecraft/command/CommandSetSpawnpoint -> bh
Class map: net/minecraft/client/renderer/tileentity/TileEntityBannerRenderer -> bha
Class map: net/minecraft/client/renderer/tileentity/TileEntityBannerRenderer$1 -> bha$1
Class map: net/minecraft/client/renderer/tileentity/TileEntityBannerRenderer$TimedBannerTexture -> bha$a
Class map: net/minecraft/client/renderer/tileentity/TileEntityBeaconRenderer -> bhb
Class map: net/minecraft/client/renderer/tileentity/TileEntityRendererDispatcher -> bhc
Class map: net/minecraft/client/renderer/tileentity/TileEntitySpecialRenderer -> bhd
Class map: net/minecraft/client/renderer/tileentity/TileEntityChestRenderer -> bhe
Class map: net/minecraft/client/renderer/tileentity/TileEntityEnchantmentTableRenderer -> bhf
Class map: net/minecraft/client/renderer/tileentity/TileEntityEnderChestRenderer -> bhg
Class map: net/minecraft/client/renderer/tileentity/TileEntityMobSpawnerRenderer -> bhh
Class map: net/minecraft/client/renderer/tileentity/TileEntityPistonRenderer -> bhi
Class map: net/minecraft/client/renderer/tileentity/TileEntitySignRenderer -> bhj
Class map: net/minecraft/client/renderer/tileentity/TileEntitySkullRenderer -> bhk
Class map: net/minecraft/client/renderer/tileentity/TileEntitySkullRenderer$1 -> bhk$1
Class map: net/minecraft/client/renderer/tileentity/TileEntityEndPortalRenderer -> bhl
Class map: net/minecraft/client/renderer/chunk/ChunkCompileTaskGenerator -> bhn
Class map: net/minecraft/client/renderer/chunk/ChunkCompileTaskGenerator$Status -> bhn$a
Class map: net/minecraft/client/renderer/chunk/ChunkCompileTaskGenerator$Type -> bhn$b
Class map: net/minecraft/client/renderer/chunk/ChunkRenderDispatcher -> bho
Class map: net/minecraft/client/renderer/chunk/ChunkRenderDispatcher$1 -> bho$1
Class map: net/minecraft/client/renderer/chunk/ChunkRenderDispatcher$2 -> bho$2
Class map: net/minecraft/client/renderer/chunk/ChunkRenderDispatcher$3 -> bho$3
Class map: net/minecraft/client/renderer/chunk/ChunkRenderWorker -> bhp
Class map: net/minecraft/client/renderer/chunk/ChunkRenderWorker$1 -> bhp$1
Class map: net/minecraft/client/renderer/chunk/ChunkRenderWorker$2 -> bhp$2
Class map: net/minecraft/client/renderer/chunk/CompiledChunk -> bhq
Class map: net/minecraft/client/renderer/chunk/CompiledChunk$1 -> bhq$1
Class map: net/minecraft/client/renderer/chunk/ListChunkFactory -> bhr
Class map: net/minecraft/client/renderer/chunk/ListedRenderChunk -> bhs
Class map: net/minecraft/client/renderer/chunk/RenderChunk -> bht
Class map: net/minecraft/client/renderer/chunk/IRenderChunkFactory -> bhu
Class map: net/minecraft/client/renderer/chunk/VboChunkFactory -> bhv
Class map: net/minecraft/client/renderer/chunk/VisGraph -> bhw
Class map: net/minecraft/client/renderer/chunk/VisGraph$1 -> bhw$1
Class map: net/minecraft/client/renderer/chunk/SetVisibility -> bhx
Class map: net/minecraft/command/CommandShowSeed -> bi
Class map: net/minecraft/client/renderer/culling/ICamera -> bia
Class map: net/minecraft/client/renderer/culling/ClippingHelperImpl -> bib
Class map: net/minecraft/client/renderer/culling/Frustum -> bic
Class map: net/minecraft/client/renderer/culling/ClippingHelper -> bid
Class map: net/minecraft/client/renderer/entity/ArmorStandRenderer -> big
Class map: net/minecraft/client/renderer/entity/ArmorStandRenderer$1 -> big$1
Class map: net/minecraft/client/renderer/entity/RenderArrow -> bih
Class map: net/minecraft/client/renderer/entity/RenderBat -> bii
Class map: net/minecraft/client/renderer/entity/RenderBlaze -> bij
Class map: net/minecraft/client/renderer/entity/RenderBoat -> bik
Class map: net/minecraft/client/renderer/entity/RenderCaveSpider -> bil
Class map: net/minecraft/client/renderer/entity/RenderChicken -> bim
Class map: net/minecraft/client/renderer/entity/RenderCow -> bin
Class map: net/minecraft/client/renderer/entity/RenderCreeper -> bio
Class map: net/minecraft/client/renderer/entity/RenderEntity -> bip
Class map: net/minecraft/client/renderer/tileentity/RenderEnderCrystal -> biq
Class map: net/minecraft/client/renderer/entity/RenderDragon -> bir
Class map: net/minecraft/client/renderer/entity/RenderEnderman -> bis
Class map: net/minecraft/client/renderer/entity/RenderEndermite -> bit
Class map: net/minecraft/client/renderer/entity/RenderManager -> biu
Class map: net/minecraft/client/renderer/entity/Render -> biv
Class map: net/minecraft/client/renderer/entity/RenderXPOrb -> biw
Class map: net/minecraft/client/renderer/entity/RenderFallingBlock -> bix
Class map: net/minecraft/client/renderer/entity/RenderFireball -> biy
Class map: net/minecraft/client/renderer/entity/RenderFish -> biz
Class map: net/minecraft/command/CommandSpreadPlayers -> bj
Class map: net/minecraft/command/CommandSpreadPlayers$Position -> bj$a
Class map: net/minecraft/client/renderer/entity/RenderGhast -> bja
Class map: net/minecraft/client/renderer/entity/RenderGiantZombie -> bjb
Class map: net/minecraft/client/renderer/entity/RenderGiantZombie$1 -> bjb$1
Class map: net/minecraft/client/renderer/entity/RenderGuardian -> bjc
Class map: net/minecraft/client/renderer/entity/RenderHorse -> bjd
Class map: net/minecraft/client/renderer/entity/RenderBiped -> bje
Class map: net/minecraft/client/renderer/entity/RenderEntityItem -> bjf
Class map: net/minecraft/client/renderer/tileentity/RenderItemFrame -> bjg
Class map: net/minecraft/client/renderer/entity/RenderItem -> bjh
Class map: net/minecraft/client/renderer/entity/RenderItem$1 -> bjh$1
Class map: net/minecraft/client/renderer/entity/RenderItem$2 -> bjh$2
Class map: net/minecraft/client/renderer/entity/RenderItem$3 -> bjh$3
Class map: net/minecraft/client/renderer/entity/RenderItem$4 -> bjh$4
Class map: net/minecraft/client/renderer/entity/RenderItem$5 -> bjh$5
Class map: net/minecraft/client/renderer/entity/RenderItem$6 -> bjh$6
Class map: net/minecraft/client/renderer/entity/RenderItem$7 -> bjh$7
Class map: net/minecraft/client/renderer/entity/RenderItem$8 -> bjh$8
Class map: net/minecraft/client/renderer/entity/RenderItem$9 -> bjh$9
Class map: net/minecraft/client/renderer/entity/RenderMagmaCube -> bji
Class map: net/minecraft/client/renderer/entity/RenderLeashKnot -> bjj
Class map: net/minecraft/client/renderer/entity/RenderLightningBolt -> bjk
Class map: net/minecraft/client/renderer/entity/RendererLivingEntity -> bjl
Class map: net/minecraft/client/renderer/entity/RendererLivingEntity$1 -> bjl$1
Class map: net/minecraft/client/renderer/entity/RenderMinecart -> bjm
Class map: net/minecraft/client/renderer/entity/RenderMinecartMobSpawner -> bjn
Class map: net/minecraft/client/renderer/entity/RenderLiving -> bjo
Class map: net/minecraft/client/renderer/entity/RenderMooshroom -> bjp
Class map: net/minecraft/client/renderer/entity/RenderOcelot -> bjq
Class map: net/minecraft/client/renderer/entity/RenderPainting -> bjr
Class map: net/minecraft/client/renderer/entity/RenderPig -> bjs
Class map: net/minecraft/client/renderer/entity/RenderPigZombie -> bjt
Class map: net/minecraft/client/renderer/entity/RenderPigZombie$1 -> bjt$1
Class map: net/minecraft/client/renderer/entity/RenderRabbit -> bju
Class map: net/minecraft/client/renderer/entity/RenderSheep -> bjv
Class map: net/minecraft/client/renderer/entity/RenderSilverfish -> bjw
Class map: net/minecraft/client/renderer/entity/RenderSkeleton -> bjx
Class map: net/minecraft/client/renderer/entity/RenderSkeleton$1 -> bjx$1
Class map: net/minecraft/client/renderer/entity/RenderSlime -> bjy
Class map: net/minecraft/client/renderer/entity/RenderSnowMan -> bjz
Class map: net/minecraft/command/CommandStats -> bk
Class map: net/minecraft/client/renderer/entity/RenderSpider -> bka
Class map: net/minecraft/client/renderer/entity/RenderSquid -> bkb
Class map: net/minecraft/client/renderer/entity/RenderSnowball -> bkc
Class map: net/minecraft/client/renderer/entity/RenderPotion -> bkd
Class map: net/minecraft/client/renderer/entity/RenderTntMinecart -> bke
Class map: net/minecraft/client/renderer/entity/RenderTNTPrimed -> bkf
Class map: net/minecraft/client/renderer/entity/RenderIronGolem -> bkg
Class map: net/minecraft/client/renderer/entity/RenderVillager -> bkh
Class map: net/minecraft/client/renderer/entity/RenderWitch -> bki
Class map: net/minecraft/client/renderer/entity/RenderWither -> bkj
Class map: net/minecraft/client/renderer/tileentity/RenderWitherSkull -> bkk
Class map: net/minecraft/client/renderer/entity/RenderWolf -> bkl
Class map: net/minecraft/client/renderer/entity/RenderZombie -> bkm
Class map: net/minecraft/client/renderer/entity/RenderZombie$1 -> bkm$1
Class map: net/minecraft/client/renderer/entity/layers/LayerArmorBase -> bkn
Class map: net/minecraft/client/renderer/entity/layers/LayerArmorBase$1 -> bkn$1
Class map: net/minecraft/client/renderer/entity/layers/LayerArrow -> bko
Class map: net/minecraft/client/renderer/entity/layers/LayerCape -> bkp
Class map: net/minecraft/client/renderer/entity/layers/LayerHeldBlock -> bkq
Class map: net/minecraft/client/renderer/entity/layers/LayerCreeperCharge -> bkr
Class map: net/minecraft/client/renderer/entity/layers/LayerCustomHead -> bks
Class map: net/minecraft/client/renderer/entity/layers/LayerDeadmau5Head -> bkt
Class map: net/minecraft/client/renderer/entity/layers/LayerEnderDragonDeath -> bku
Class map: net/minecraft/client/renderer/entity/layers/LayerEnderDragonEyes -> bkv
Class map: net/minecraft/client/renderer/entity/layers/LayerEndermanEyes -> bkw
Class map: net/minecraft/client/renderer/entity/layers/LayerBipedArmor -> bkx
Class map: net/minecraft/client/renderer/entity/layers/LayerHeldItem -> bky
Class map: net/minecraft/client/renderer/entity/layers/LayerMooshroomMushroom -> bkz
Class map: net/minecraft/command/server/CommandStop -> bl
Class map: net/minecraft/client/renderer/entity/layers/LayerSaddle -> bla
Class map: net/minecraft/client/renderer/entity/layers/LayerRenderer -> blb
Class map: net/minecraft/client/renderer/entity/layers/LayerSheepWool -> blc
Class map: net/minecraft/client/renderer/entity/layers/LayerSlimeGel -> bld
Class map: net/minecraft/client/renderer/entity/layers/LayerSnowmanHead -> ble
Class map: net/minecraft/client/renderer/entity/layers/LayerSpiderEyes -> blf
Class map: net/minecraft/client/renderer/entity/layers/LayerVillagerArmor -> blg
Class map: net/minecraft/client/renderer/entity/layers/LayerIronGolemFlower -> blh
Class map: net/minecraft/client/renderer/entity/layers/LayerHeldItemWitch -> bli
Class map: net/minecraft/client/renderer/entity/layers/LayerWitherAura -> blj
Class map: net/minecraft/client/renderer/entity/layers/LayerWolfCollar -> blk
Class map: net/minecraft/client/renderer/entity/RenderPlayer -> bln
Class map: net/minecraft/client/util/JsonBlendingMode -> blo
Class map: net/minecraft/client/shader/ShaderDefault -> blp
Class map: net/minecraft/client/shader/ShaderManager -> blq
Class map: net/minecraft/client/shader/ShaderGroup -> blr
Class map: net/minecraft/client/shader/Shader -> bls
Class map: net/minecraft/client/shader/ShaderLoader -> blt
Class map: net/minecraft/client/shader/ShaderLoader$ShaderType -> blt$a
Class map: net/minecraft/client/shader/ShaderLinkHelper -> blu
Class map: net/minecraft/client/shader/ShaderUniform -> blv
Class map: net/minecraft/client/renderer/texture/AbstractTexture -> bly
Class map: net/minecraft/client/renderer/texture/DynamicTexture -> blz
Class map: net/minecraft/command/server/CommandSummon -> bm
Class map: net/minecraft/client/renderer/ThreadDownloadImageData -> bma
Class map: net/minecraft/client/renderer/ThreadDownloadImageData$1 -> bma$1
Class map: net/minecraft/client/renderer/texture/IIconCreator -> bmb
Class map: net/minecraft/client/renderer/texture/LayeredColorMaskTexture -> bmc
Class map: net/minecraft/client/renderer/texture/LayeredTexture -> bmd
Class map: net/minecraft/client/renderer/texture/SimpleTexture -> bme
Class map: net/minecraft/client/renderer/texture/Stitcher -> bmf
Class map: net/minecraft/client/renderer/texture/Stitcher$Holder -> bmf$a
Class map: net/minecraft/client/renderer/texture/Stitcher$Slot -> bmf$b
Class map: net/minecraft/client/renderer/StitcherException -> bmg
Class map: net/minecraft/client/renderer/texture/TextureMap -> bmh
Class map: net/minecraft/client/renderer/texture/TextureMap$1 -> bmh$1
Class map: net/minecraft/client/renderer/texture/TextureMap$2 -> bmh$2
Class map: net/minecraft/client/renderer/texture/TextureMap$3 -> bmh$3
Class map: net/minecraft/client/renderer/texture/TextureAtlasSprite -> bmi
Class map: net/minecraft/client/renderer/texture/TextureAtlasSprite$1 -> bmi$1
Class map: net/minecraft/client/renderer/texture/TextureManager -> bmj
Class map: net/minecraft/client/renderer/texture/TextureManager$1 -> bmj$1
Class map: net/minecraft/client/renderer/texture/ITextureObject -> bmk
Class map: net/minecraft/client/renderer/texture/TextureUtil -> bml
Class map: net/minecraft/client/renderer/texture/ITickable -> bmm
Class map: net/minecraft/client/renderer/texture/ITickableTextureObject -> bmn
Class map: net/minecraft/client/renderer/texture/TextureClock -> bmo
Class map: net/minecraft/client/renderer/texture/TextureCompass -> bmp
Class map: net/minecraft/client/renderer/vertex/DefaultVertexFormats -> bms
Class map: net/minecraft/client/renderer/vertex/VertexBuffer -> bmt
Class map: net/minecraft/client/renderer/vertex/VertexFormat -> bmu
Class map: net/minecraft/client/renderer/vertex/VertexFormat$1 -> bmu$1
Class map: net/minecraft/client/renderer/vertex/VertexFormatElement -> bmv
Class map: net/minecraft/client/renderer/vertex/VertexFormatElement$EnumType -> bmv$a
Class map: net/minecraft/client/renderer/vertex/VertexFormatElement$EnumUsage -> bmv$b
Class map: net/minecraft/client/resources/AbstractResourcePack -> bmx
Class map: net/minecraft/client/resources/ResourceIndex -> bmy
Class map: net/minecraft/client/resources/DefaultPlayerSkin -> bmz
Class map: net/minecraft/command/server/CommandTeleport -> bn
Class map: net/minecraft/client/resources/DefaultResourcePack -> bna
Class map: net/minecraft/client/resources/FallbackResourceManager -> bnb
Class map: net/minecraft/client/resources/FallbackResourceManager$InputStreamLeakedResourceLogger -> bnb$a
Class map: net/minecraft/client/resources/FileResourcePack -> bnc
Class map: net/minecraft/client/resources/FolderResourcePack -> bnd
Class map: net/minecraft/client/resources/FoliageColorReloadListener -> bne
Class map: net/minecraft/client/resources/GrassColorReloadListener -> bnf
Class map: net/minecraft/client/resources/IReloadableResourceManager -> bng
Class map: net/minecraft/client/resources/IResource -> bnh
Class map: net/minecraft/client/resources/IResourceManager -> bni
Class map: net/minecraft/client/resources/IResourceManagerReloadListener -> bnj
Class map: net/minecraft/client/resources/IResourcePack -> bnk
Class map: net/minecraft/client/resources/ResourcePackFileNotFoundException -> bnl
Class map: net/minecraft/client/resources/ResourcePackRepository -> bnm
Class map: net/minecraft/client/resources/ResourcePackRepository$1 -> bnm$1
Class map: net/minecraft/client/resources/ResourcePackRepository$2 -> bnm$2
Class map: net/minecraft/client/resources/ResourcePackRepository$3 -> bnm$3
Class map: net/minecraft/client/resources/ResourcePackRepository$Entry -> bnm$a
Class map: net/minecraft/client/resources/SimpleReloadableResourceManager -> bnn
Class map: net/minecraft/client/resources/SimpleReloadableResourceManager$1 -> bnn$1
Class map: net/minecraft/client/resources/SimpleResource -> bno
Class map: net/minecraft/client/resources/SkinManager -> bnp
Class map: net/minecraft/client/resources/SkinManager$1 -> bnp$1
Class map: net/minecraft/client/resources/SkinManager$2 -> bnp$2
Class map: net/minecraft/client/resources/SkinManager$3 -> bnp$3
Class map: net/minecraft/client/resources/SkinManager$3$1 -> bnp$3$1
Class map: net/minecraft/client/resources/SkinManager$SkinAvailableCallback -> bnp$a
Class map: net/minecraft/client/resources/I18n -> bnq
Class map: net/minecraft/client/resources/Language -> bnr
Class map: net/minecraft/client/resources/LanguageManager -> bns
Class map: net/minecraft/client/resources/Locale -> bnt
Class map: net/minecraft/client/resources/data/BaseMetadataSectionSerializer -> bnv
Class map: net/minecraft/client/resources/data/IMetadataSection -> bnw
Class map: net/minecraft/client/resources/data/IMetadataSectionSerializer -> bnx
Class map: net/minecraft/client/resources/data/IMetadataSerializer -> bny
Class map: net/minecraft/client/resources/data/IMetadataSerializer$1 -> bny$1
Class map: net/minecraft/client/resources/data/IMetadataSerializer$Registration -> bny$a
Class map: net/minecraft/client/resources/data/AnimationFrame -> bnz
Class map: net/minecraft/client/resources/data/AnimationMetadataSection -> boa
Class map: net/minecraft/client/resources/data/AnimationMetadataSectionSerializer -> bob
Class map: net/minecraft/client/resources/data/FontMetadataSection -> bod
Class map: net/minecraft/client/resources/data/FontMetadataSectionSerializer -> boe
Class map: net/minecraft/client/resources/data/LanguageMetadataSection -> bog
Class map: net/minecraft/client/resources/data/LanguageMetadataSectionSerializer -> boh
Class map: net/minecraft/client/resources/data/PackMetadataSection -> boj
Class map: net/minecraft/client/resources/data/PackMetadataSectionSerializer -> bok
Class map: net/minecraft/client/resources/data/TextureMetadataSection -> bon
Class map: net/minecraft/client/resources/data/TextureMetadataSectionSerializer -> boo
Class map: net/minecraft/client/resources/model/IBakedModel -> boq
Class map: net/minecraft/client/resources/model/ModelRotation -> bor
Class map: net/minecraft/client/resources/model/BuiltInModel -> bos
Class map: net/minecraft/client/resources/model/ModelBakery -> bot
Class map: net/minecraft/client/resources/model/ModelBakery$1 -> bot$1
Class map: net/minecraft/client/resources/model/ModelBakery$2 -> bot$2
Class map: net/minecraft/client/resources/model/ModelManager -> bou
Class map: net/minecraft/client/resources/model/ModelResourceLocation -> bov
Class map: net/minecraft/client/resources/model/SimpleBakedModel -> bow
Class map: net/minecraft/client/resources/model/SimpleBakedModel$Builder -> bow$a
Class map: net/minecraft/client/resources/model/WeightedBakedModel -> box
Class map: net/minecraft/client/resources/model/WeightedBakedModel$Builder -> box$a
Class map: net/minecraft/client/resources/model/WeightedBakedModel$MyWeighedRandomItem -> box$b
Class map: net/minecraft/command/server/CommandTestForBlock -> bp
Class map: net/minecraft/client/audio/PositionedSound -> bpa
Class map: net/minecraft/client/audio/MovingSound -> bpb
Class map: net/minecraft/client/audio/GuardianSound -> bpc
Class map: net/minecraft/client/audio/MovingSoundMinecart -> bpd
Class map: net/minecraft/client/audio/MovingSoundMinecartRiding -> bpe
Class map: net/minecraft/client/audio/PositionedSoundRecord -> bpf
Class map: net/minecraft/client/audio/SoundCategory -> bpg
Class map: net/minecraft/client/audio/SoundList -> bph
Class map: net/minecraft/client/audio/SoundList$SoundEntry -> bph$a
Class map: net/minecraft/client/audio/SoundList$SoundEntry$Type -> bph$a$a
Class map: net/minecraft/client/audio/SoundListSerializer -> bpi
Class map: net/minecraft/client/audio/ISound -> bpj
Class map: net/minecraft/client/audio/ISound$AttenuationType -> bpj$a
Class map: net/minecraft/client/audio/ITickableSound -> bpk
Class map: net/minecraft/server/integrated/IntegratedPlayerList -> bpn
Class map: net/minecraft/server/integrated/IntegratedServer -> bpo
Class map: net/minecraft/server/integrated/IntegratedServer$1 -> bpo$1
Class map: net/minecraft/server/integrated/IntegratedServer$2 -> bpo$2
Class map: net/minecraft/server/integrated/IntegratedServer$3 -> bpo$3
Class map: net/minecraft/server/integrated/IntegratedServerCommandManager -> bpp
Class map: net/minecraft/client/network/LanServerDetector -> bpq
Class map: net/minecraft/client/network/LanServerDetector$LanServer -> bpq$a
Class map: net/minecraft/client/network/LanServerDetector$ThreadLanServerFind -> bpq$b
Class map: net/minecraft/client/network/LanServerDetector$LanServerList -> bpq$c
Class map: net/minecraft/client/multiplayer/ThreadLanServerPing -> bpr
Class map: net/minecraft/client/audio/MusicTicker -> bpv
Class map: net/minecraft/client/audio/MusicTicker$MusicType -> bpv$a
Class map: net/minecraft/client/audio/SoundPoolEntry -> bpw
Class map: net/minecraft/client/audio/SoundManager -> bpx
Class map: net/minecraft/client/audio/SoundManager$1 -> bpx$1
Class map: net/minecraft/client/audio/SoundManager$1$1 -> bpx$1$1
Class map: net/minecraft/client/audio/SoundManager$2 -> bpx$2
Class map: net/minecraft/client/audio/SoundManager$2$1 -> bpx$2$1
Class map: net/minecraft/client/audio/SoundManager$SoundSystemStarterThread -> bpx$a
Class map: net/minecraft/client/audio/SoundEventAccessorComposite -> bpy
Class map: net/minecraft/client/audio/SoundHandler -> bpz
Class map: net/minecraft/client/audio/SoundHandler$1 -> bpz$1
Class map: net/minecraft/client/audio/SoundHandler$2 -> bpz$2
Class map: net/minecraft/client/audio/SoundHandler$3 -> bpz$3
Class map: net/minecraft/command/server/CommandTestFor -> bq
Class map: net/minecraft/client/audio/SoundRegistry -> bqa
Class map: net/minecraft/client/audio/ISoundEventAccessor -> bqb
Class map: net/minecraft/client/audio/SoundEventAccessor -> bqc
Class map: net/minecraft/client/stream/MetadataAchievement -> bqe
Class map: net/minecraft/client/stream/MetadataCombat -> bqf
Class map: net/minecraft/client/stream/MetadataPlayerDeath -> bqg
Class map: net/minecraft/client/stream/Metadata -> bqh
Class map: net/minecraft/client/stream/BroadcastController -> bqj
Class map: net/minecraft/client/stream/BroadcastController$1 -> bqj$1
Class map: net/minecraft/client/stream/BroadcastController$2 -> bqj$2
Class map: net/minecraft/client/stream/BroadcastController$3 -> bqj$3
Class map: net/minecraft/client/stream/BroadcastController$BroadcastState -> bqj$a
Class map: net/minecraft/client/stream/BroadcastController$BroadcastListener -> bqj$b
Class map: net/minecraft/client/stream/ChatController -> bqk
Class map: net/minecraft/client/stream/ChatController$1 -> bqk$1
Class map: net/minecraft/client/stream/ChatController$2 -> bqk$2
Class map: net/minecraft/client/stream/ChatController$EnumChannelState -> bqk$a
Class map: net/minecraft/client/stream/ChatController$ChatChannelListener -> bqk$b
Class map: net/minecraft/client/stream/ChatController$ChatState -> bqk$c
Class map: net/minecraft/client/stream/ChatController$EnumEmoticonMode -> bqk$d
Class map: net/minecraft/client/stream/ChatController$ChatListener -> bqk$e
Class map: net/minecraft/client/stream/IngestServerTester -> bql
Class map: net/minecraft/client/stream/IngestServerTester$1 -> bql$1
Class map: net/minecraft/client/stream/IngestServerTester$2 -> bql$2
Class map: net/minecraft/client/stream/IngestServerTester$3 -> bql$3
Class map: net/minecraft/client/stream/IngestServerTester$IngestTestListener -> bql$a
Class map: net/minecraft/client/stream/IngestServerTester$IngestTestState -> bql$b
Class map: net/minecraft/client/stream/IStream -> bqm
Class map: net/minecraft/client/stream/IStream$AuthFailureReason -> bqm$a
Class map: net/minecraft/client/stream/TwitchStream -> bqn
Class map: net/minecraft/client/stream/TwitchStream$1 -> bqn$1
Class map: net/minecraft/client/stream/TwitchStream$1$1 -> bqn$1$1
Class map: net/minecraft/client/stream/NullStream -> bqo
Class map: net/minecraft/util/Matrix4f -> bqq
Class map: net/minecraft/util/Vector3d -> bqr
Class map: net/minecraft/client/renderer/OpenGlHelper -> bqs
Class map: net/minecraft/command/CommandTime -> br
Class map: net/minecraft/command/CommandTitle -> bs
Class map: net/minecraft/command/CommandToggleDownfall -> bt
Class map: net/minecraft/command/CommandTrigger -> bu
Class map: net/minecraft/command/CommandWeather -> bv
Class map: net/minecraft/command/server/CommandWhitelist -> bw
Class map: net/minecraft/command/CommandWorldBorder -> bx
Class map: net/minecraft/command/CommandException -> bz
Class map: net/minecraft/crash/CrashReportCategory -> c
Class map: net/minecraft/crash/CrashReportCategory$1 -> c$1
Class map: net/minecraft/crash/CrashReportCategory$2 -> c$2
Class map: net/minecraft/crash/CrashReportCategory$3 -> c$3
Class map: net/minecraft/crash/CrashReportCategory$6 -> c$6
Class map: net/minecraft/crash/CrashReportCategory$7 -> c$7
Class map: net/minecraft/crash/CrashReportCategory$Entry -> c$a
Class map: net/minecraft/command/EntityNotFoundException -> ca
Class map: net/minecraft/command/NumberInvalidException -> cb
Class map: net/minecraft/command/SyntaxErrorException -> cc
Class map: net/minecraft/command/PlayerNotFoundException -> cd
Class map: net/minecraft/command/CommandNotFoundException -> ce
Class map: net/minecraft/command/WrongUsageException -> cf
Class map: net/minecraft/util/BlockPos -> cj
Class map: net/minecraft/util/BlockPos$1 -> cj$1
Class map: net/minecraft/util/BlockPos$1$1 -> cj$1$1
Class map: net/minecraft/util/BlockPos$2 -> cj$2
Class map: net/minecraft/util/BlockPos$2$1 -> cj$2$1
Class map: net/minecraft/util/BlockPos$MutableBlockPos -> cj$a
Class map: net/minecraft/dispenser/IBlockSource -> ck
Class map: net/minecraft/block/BlockSourceImpl -> cl
Class map: net/minecraft/util/Cartesian -> cm
Class map: net/minecraft/util/Cartesian$1 -> cm$1
Class map: net/minecraft/util/Cartesian$GetList -> cm$a
Class map: net/minecraft/util/Cartesian$Product -> cm$b
Class map: net/minecraft/util/Cartesian$Product$ProductIterator -> cm$b$a
Class map: net/minecraft/dispenser/BehaviorDefaultDispenseItem -> cn
Class map: net/minecraft/util/RegistryNamespacedDefaultedByKey -> co
Class map: net/minecraft/util/RegistryDefaulted -> cp
Class map: net/minecraft/util/EnumFacing -> cq
Class map: net/minecraft/util/EnumFacing$1 -> cq$1
Class map: net/minecraft/util/EnumFacing$Axis -> cq$a
Class map: net/minecraft/util/EnumFacing$AxisDirection -> cq$b
Class map: net/minecraft/util/EnumFacing$Plane -> cq$c
Class map: net/minecraft/dispenser/IBehaviorDispenseItem -> cr
Class map: net/minecraft/dispenser/IBehaviorDispenseItem$1 -> cr$1
Class map: net/minecraft/util/IObjectIntIterable -> cs
Class map: net/minecraft/util/ObjectIntIdentityMap -> ct
Class map: net/minecraft/dispenser/ILocatableSource -> cu
Class map: net/minecraft/dispenser/ILocation -> cv
Class map: net/minecraft/util/MapPopulator -> cw
Class map: net/minecraft/util/RegistryNamespaced -> cx
Class map: net/minecraft/util/EnumParticleTypes -> cy
Class map: net/minecraft/dispenser/IPosition -> cz
Class map: net/minecraft/dispenser/PositionImpl -> da
Class map: net/minecraft/util/IRegistry -> db
Class map: net/minecraft/util/Rotations -> dc
Class map: net/minecraft/util/RegistrySimple -> dd
Class map: net/minecraft/util/Vec3i -> df
Class map: net/minecraft/util/StatCollector -> di
Class map: net/minecraft/util/StringTranslate -> dj
Class map: net/minecraft/nbt/NBTTagByteArray -> dl
Class map: net/minecraft/nbt/NBTTagByte -> dm
Class map: net/minecraft/nbt/NBTTagCompound -> dn
Class map: net/minecraft/nbt/NBTTagCompound$1 -> dn$1
Class map: net/minecraft/nbt/NBTTagCompound$2 -> dn$2
Class map: net/minecraft/nbt/NBTTagDouble -> dp
Class map: net/minecraft/nbt/NBTTagEnd -> dq
Class map: net/minecraft/nbt/NBTTagFloat -> dr
Class map: net/minecraft/nbt/NBTTagIntArray -> ds
Class map: net/minecraft/nbt/NBTTagInt -> dt
Class map: net/minecraft/nbt/NBTTagList -> du
Class map: net/minecraft/nbt/NBTTagLong -> dv
Class map: net/minecraft/nbt/NBTSizeTracker -> dw
Class map: net/minecraft/nbt/NBTSizeTracker$1 -> dw$1
Class map: net/minecraft/nbt/CompressedStreamTools -> dx
Class map: net/minecraft/nbt/NBTUtil -> dy
Class map: net/minecraft/nbt/NBTTagShort -> dz
Class map: net/minecraft/util/ReportedException -> e
Class map: net/minecraft/nbt/NBTTagString -> ea
Class map: net/minecraft/nbt/NBTBase -> eb
Class map: net/minecraft/nbt/NBTBase$NBTPrimitive -> eb$a
Class map: net/minecraft/nbt/NBTException -> ec
Class map: net/minecraft/nbt/JsonToNBT -> ed
Class map: net/minecraft/nbt/JsonToNBT$Any -> ed$a
Class map: net/minecraft/nbt/JsonToNBT$Compound -> ed$b
Class map: net/minecraft/nbt/JsonToNBT$List -> ed$c
Class map: net/minecraft/nbt/JsonToNBT$Primitive -> ed$d
Class map: net/minecraft/network/NettyEncryptionTranslator -> ef
Class map: net/minecraft/network/NettyEncryptingDecoder -> eg
Class map: net/minecraft/network/NettyEncryptingEncoder -> eh
Class map: net/minecraft/network/NettyCompressionDecoder -> ei
Class map: net/minecraft/network/NettyCompressionEncoder -> ej
Class map: net/minecraft/network/NetworkManager -> ek
Class map: net/minecraft/network/NetworkManager$1 -> ek$1
Class map: net/minecraft/network/NetworkManager$2 -> ek$2
Class map: net/minecraft/network/NetworkManager$3 -> ek$3
